Elapsed time,/app/author/info2,/app/banner/meet/mytab,/app/collection/info,/app/comment/titleEpisodeInfo2,/app/episode/info/v3,/app/episode/list/v3,/app/episode/motiontoonList/download,/app/favorite/add,/app/favorite/totalList2,/app/favorite/totalRemove,/app/getHotWordNew,/app/home/card2,/app/home/menu/detail,/app/home/menu/module/more,/app/home4,/app/member/id/login,/app/member/phoneNumber/get,/app/myComics/everyoneWatching,/app/myFavorite2,/app/rsakey/get,/app/setup/getAlarmInfo,/app/setup/getEmailAlarmInfo,/app/setup/localPushInfo,/app/setup/setAlarmInfo,/app/shareLog,/app/starScore/getMy,/app/starScore/set,/app/title/info2,/app/title/list2,/app/title/ranking2,/app/title/recommend2,/v1/comment/detail,/v1/comment_reply,/v1/title/$titleno/episode/$episodeno/like,/v1/title/like/count,/v2/comment,ªÒ»°º”√‹encpw
14:44:06.0,,,,,,,,,,,,,,,,76.0,,,,31.0,,,,,,,,,,,,,,,,,6.0
14:45:06.500,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:07.0,270.42968749999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:07.500,356.65591397849454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:08.0,546.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:08.500,1127.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:09.0,1530.2666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:09.500,1933.864406779661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:10.0,2031.3939393939395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:10.500,1735.2592592592594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:11.0,1864.3076923076924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:11.500,2333.948717948718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:12.0,2569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:12.500,3539.6491228070176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:13.0,3993.0714285714284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:13.500,3611.8205128205127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:14.0,2522.560975609756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:14.500,2485.8571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:15.0,2341.5333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:15.500,2452.775510204081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:16.0,2545.7499999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:16.500,2461.6857142857148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:17.0,2428.3333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:17.500,2297.785714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:18.0,2281.6060606060596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:18.500,2549.095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
